year,Year2,Indicator,Country,Value
2006,01/01/2006,Population,Brazil,188167356
2006,01/01/2006,Population,Canada,32571174
2006,01/01/2006,Population,China,1311020000
2006,01/01/2006,Population,Germany,82376451
2006,01/01/2006,Population,European Union,497844869
2006,01/01/2006,Population,France,63621381
2006,01/01/2006,Population,United Kingdom,60846820
2006,01/01/2006,Population,Indonesia,229318262
2006,01/01/2006,Population,India,1165486291
2006,01/01/2006,Population,Italy,58143979
2006,01/01/2006,Population,Japan,127854000
2006,01/01/2006,Population,South Korea,48438292
2006,01/01/2006,Population,Mexico,107560153
2006,01/01/2006,Population,Russia,143049528
2006,01/01/2006,Population,Saudi Arabia,24498310
2006,01/01/2006,Population,Turkey,68756810
2006,01/01/2006,Population,United States,298379912
2006,01/01/2006,Population,South Africa,48489459
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,373600.56
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Australia,1119632.1
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1621079.23
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Canada,894922.55
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),China,8573395.4
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Germany,994686.0458
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),European Union,5186381.63
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),France,547361.3761
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,658331.2438
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,2381293.72
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),India,2232760.11
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Italy,563324.943
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1425898.63
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,565697.2007
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,642137.77
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Russia,2748951.04
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,355029.43
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,377156.061
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),United States,6994086.9
2006,01/01/2006,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,480054.73
2006,01/01/2006,Urban population,Argentina,35439470
2006,01/01/2006,Urban population,Australia,17531121
2006,01/01/2006,Urban population,Brazil,156447985
2006,01/01/2006,Urban population,Canada,26126316
2006,01/01/2006,Urban population,China,575118254
2006,01/01/2006,Urban population,Germany,62753557
2006,01/01/2006,Urban population,European Union,363946890
2006,01/01/2006,Urban population,France,49228316
2006,01/01/2006,Urban population,United Kingdom,48798541
2006,01/01/2006,Urban population,Indonesia,107178769
2006,01/01/2006,Urban population,India,344622641
2006,01/01/2006,Urban population,Italy,39454178
2006,01/01/2006,Urban population,Japan,111383848
2006,01/01/2006,Urban population,South Korea,39490771
2006,01/01/2006,Urban population,Mexico,82408287
2006,01/01/2006,Urban population,Russia,105152847
2006,01/01/2006,Urban population,Saudi Arabia,19893608
2006,01/01/2006,Urban population,Turkey,47064036
2006,01/01/2006,Urban population,United States,238999326
2006,01/01/2006,Urban population,South Africa,29131012
2007,01/01/2007,Agricultural land (sq. km),Argentina,1440330
2007,01/01/2007,Agricultural land (sq. km),Australia,4254490
2007,01/01/2007,Agricultural land (sq. km),Brazil,2716380
2007,01/01/2007,Agricultural land (sq. km),Canada,652823.9844
2007,01/01/2007,Agricultural land (sq. km),China,5145680
2007,01/01/2007,Agricultural land (sq. km),Germany,169500
2007,01/01/2007,Agricultural land (sq. km),European Union,1895033.195
2007,01/01/2007,Agricultural land (sq. km),France,292060.9961
2007,01/01/2007,Agricultural land (sq. km),United Kingdom,176470
2007,01/01/2007,Agricultural land (sq. km),Indonesia,530000
2007,01/01/2007,Agricultural land (sq. km),India,1796200
2007,01/01/2007,Agricultural land (sq. km),Italy,141620
2007,01/01/2007,Agricultural land (sq. km),Japan,46500
2007,01/01/2007,Agricultural land (sq. km),South Korea,18400
2007,01/01/2007,Agricultural land (sq. km),Mexico,1067000
2007,01/01/2007,Agricultural land (sq. km),Russia,2154630
2007,01/01/2007,Agricultural land (sq. km),Saudi Arabia,1736750
2007,01/01/2007,Agricultural land (sq. km),Turkey,395050
2007,01/01/2007,Agricultural land (sq. km),United States,4128575.938
2007,01/01/2007,Agricultural land (sq. km),South Africa,968900
2007,01/01/2007,CO2 emissions (kt),Argentina,175176.257
2007,01/01/2007,CO2 emissions (kt),Australia,372090.49
2007,01/01/2007,CO2 emissions (kt),Brazil,363212.683
2007,01/01/2007,CO2 emissions (kt),Canada,554355.058
2007,01/01/2007,CO2 emissions (kt),China,7030797.772
2007,01/01/2007,CO2 emissions (kt),Germany,780546.619
2007,01/01/2007,CO2 emissions (kt),European Union,4003410.58
2007,01/01/2007,CO2 emissions (kt),France,369142.222
2007,01/01/2007,CO2 emissions (kt),United Kingdom,528425.701
2007,01/01/2007,CO2 emissions (kt),Indonesia,375544.804
2007,01/01/2007,CO2 emissions (kt),India,1407607.286
2007,01/01/2007,CO2 emissions (kt),Italy,462676.391
2007,01/01/2007,CO2 emissions (kt),Japan,1252229.162
2007,01/01/2007,CO2 emissions (kt),South Korea,495675.724
2007,01/01/2007,CO2 emissions (kt),Mexico,480520.013
2007,01/01/2007,CO2 emissions (kt),Russia,1666886.188
2007,01/01/2007,CO2 emissions (kt),Saudi Arabia,387777.916
2007,01/01/2007,CO2 emissions (kt),Turkey,284658.209
2007,01/01/2007,CO2 emissions (kt),United States,5789030.561
2007,01/01/2007,CO2 emissions (kt),South Africa,466578.079
2007,01/01/2007,Forest area (sq. km),Argentina,295500
2007,01/01/2007,Forest area (sq. km),Australia,1258690
2007,01/01/2007,Forest area (sq. km),Brazil,5034235.938
2007,01/01/2007,Forest area (sq. km),Canada,3474664.063
2007,01/01/2007,Forest area (sq. km),China,1960704.531
2007,01/01/2007,Forest area (sq. km),Germany,113940
2007,01/01/2007,Forest area (sq. km),European Union,1577372.405
2007,01/01/2007,Forest area (sq. km),France,160862.002
2007,01/01/2007,Forest area (sq. km),United Kingdom,30361.99951
2007,01/01/2007,Forest area (sq. km),Indonesia,964870
2007,01/01/2007,Forest area (sq. km),India,685413.9844
2007,01/01/2007,Forest area (sq. km),Italy,88665.99609
2007,01/01/2007,Forest area (sq. km),Japan,249474.0039
2007,01/01/2007,Forest area (sq. km),South Korea,62417.99805
2007,01/01/2007,Forest area (sq. km),Mexico,668490
2007,01/01/2007,Forest area (sq. km),Russia,8113282.5
2007,01/01/2007,Forest area (sq. km),Saudi Arabia,9770
2007,01/01/2007,Forest area (sq. km),Turkey,108784.0039
2007,01/01/2007,Forest area (sq. km),United States,3063421.875
2007,01/01/2007,Forest area (sq. km),South Africa,92410
2007,01/01/2007,Population,Argentina,39684295
2007,01/01/2007,Population,Australia,20827600
2007,01/01/2007,Population,Brazil,190130443
2007,01/01/2007,Population,Canada,32889025
2007,01/01/2007,Population,China,1317885000
2007,01/01/2007,Population,Germany,82266372
2007,01/01/2007,Population,European Union,499790863
2007,01/01/2007,Population,France,64016225
2007,01/01/2007,Population,United Kingdom,61322463
2007,01/01/2007,Population,Indonesia,232374245
2007,01/01/2007,Population,India,1183209472
2007,01/01/2007,Population,Italy,58438310
2007,01/01/2007,Population,Japan,128001000
2007,01/01/2007,Population,South Korea,48683638
2007,01/01/2007,Population,Mexico,109170502
2007,01/01/2007,Population,Russia,142805088
2007,01/01/2007,Population,Saudi Arabia,25184597
2007,01/01/2007,Population,Turkey,69581848
2007,01/01/2007,Population,United States,301231207
2007,01/01/2007,Population,South Africa,49119759
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,384547.75
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Australia,1065623.87
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,2703498.56
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Canada,892066.85
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),China,9124046.5
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Germany,972896.2254
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),European Union,5133722.155
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),France,540947.1359
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,646412.1481
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,772946.22
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),India,2382011.76
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Italy,547383.143
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1461356.118
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,575558.3818
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,646318.66
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Russia,2604102.33
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,419852.998
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,406298.253
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),United States,7128951.7
2007,01/01/2007,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,502130.255
2007,01/01/2007,Urban population,Argentina,35861110
2007,01/01/2007,Urban population,Australia,17666387
2007,01/01/2007,Urban population,Brazil,158660052
2007,01/01/2007,Urban population,Canada,26441461
2007,01/01/2007,Urban population,China,595670841
2007,01/01/2007,Urban population,Germany,62833410
2007,01/01/2007,Urban population,European Union,366523955
2007,01/01/2007,Urban population,France,49690034
2007,01/01/2007,Urban population,United Kingdom,49351705
2007,01/01/2007,Urban population,Indonesia,110459097
2007,01/01/2007,Urban population,India,353850625
2007,01/01/2007,Urban population,Italy,39722857
2007,01/01/2007,Urban population,Japan,112827761
2007,01/01/2007,Urban population,South Korea,39740941
2007,01/01/2007,Urban population,Mexico,83973950
2007,01/01/2007,Urban population,Russia,105037426
2007,01/01/2007,Urban population,Saudi Arabia,20507062
2007,01/01/2007,Urban population,Turkey,48048353
2007,01/01/2007,Urban population,United States,241795278
2007,01/01/2007,Urban population,South Africa,29774433
2008,01/01/2008,Agricultural land (sq. km),Argentina,1442610
2008,01/01/2008,Agricultural land (sq. km),Australia,4172880
2008,01/01/2008,Agricultural land (sq. km),Brazil,2735000
2008,01/01/2008,Agricultural land (sq. km),Canada,646108.0078
2008,01/01/2008,Agricultural land (sq. km),China,5145490
2008,01/01/2008,Agricultural land (sq. km),Germany,169210
2008,01/01/2008,Agricultural land (sq. km),European Union,1899331.2
2008,01/01/2008,Agricultural land (sq. km),France,291100.9961
2008,01/01/2008,Agricultural land (sq. km),United Kingdom,176840
2008,01/01/2008,Agricultural land (sq. km),Indonesia,540000
2008,01/01/2008,Agricultural land (sq. km),India,1797570
2008,01/01/2008,Agricultural land (sq. km),Italy,144572.002
2008,01/01/2008,Agricultural land (sq. km),Japan,46280
2008,01/01/2008,Agricultural land (sq. km),South Korea,18170
2008,01/01/2008,Agricultural land (sq. km),Mexico,1066150
2008,01/01/2008,Agricultural land (sq. km),Russia,2154940
2008,01/01/2008,Agricultural land (sq. km),Saudi Arabia,1735720
2008,01/01/2008,Agricultural land (sq. km),Turkey,391220
2008,01/01/2008,Agricultural land (sq. km),United States,4133125.938
2008,01/01/2008,Agricultural land (sq. km),South Africa,971080
2008,01/01/2008,CO2 emissions (kt),Argentina,189107.19
2008,01/01/2008,CO2 emissions (kt),Australia,385904.079
2008,01/01/2008,CO2 emissions (kt),Brazil,387631.236
2008,01/01/2008,CO2 emissions (kt),Canada,561028.998
2008,01/01/2008,CO2 emissions (kt),China,7553070.247
2008,01/01/2008,CO2 emissions (kt),Germany,780564.954
2008,01/01/2008,CO2 emissions (kt),European Union,3915303.571
2008,01/01/2008,CO2 emissions (kt),France,366325.966
2008,01/01/2008,CO2 emissions (kt),United Kingdom,520688.331
2008,01/01/2008,CO2 emissions (kt),Indonesia,416560.199
2008,01/01/2008,CO2 emissions (kt),India,1568379.567
2008,01/01/2008,CO2 emissions (kt),Italy,447186.983
2008,01/01/2008,CO2 emissions (kt),Japan,1210135.669
2008,01/01/2008,CO2 emissions (kt),South Korea,507589.807
2008,01/01/2008,CO2 emissions (kt),Mexico,493251.837
2008,01/01/2008,CO2 emissions (kt),Russia,1714978.893
2008,01/01/2008,CO2 emissions (kt),Saudi Arabia,430175.77
2008,01/01/2008,CO2 emissions (kt),Turkey,283979.814
2008,01/01/2008,CO2 emissions (kt),United States,5614110.994
2008,01/01/2008,CO2 emissions (kt),South Africa,496772.157
2008,01/01/2008,Forest area (sq. km),Argentina,292320
2008,01/01/2008,Forest area (sq. km),Australia,1249830
2008,01/01/2008,Forest area (sq. km),Brazil,5017684.063
2008,01/01/2008,Forest area (sq. km),Canada,3474115.938
2008,01/01/2008,Forest area (sq. km),China,1975837.344
2008,01/01/2008,Forest area (sq. km),Germany,113990
2008,01/01/2008,Forest area (sq. km),European Union,1582365.207
2008,01/01/2008,Forest area (sq. km),France,161987.998
2008,01/01/2008,Forest area (sq. km),United Kingdom,30438.00049
2008,01/01/2008,Forest area (sq. km),Indonesia,958020
2008,01/01/2008,Forest area (sq. km),India,689576.0156
2008,01/01/2008,Forest area (sq. km),Italy,89204.00391
2008,01/01/2008,Forest area (sq. km),Japan,249535.9961
2008,01/01/2008,Forest area (sq. km),South Korea,62352.00195
2008,01/01/2008,Forest area (sq. km),Mexico,667320
2008,01/01/2008,Forest area (sq. km),Russia,8125973.75
2008,01/01/2008,Forest area (sq. km),Saudi Arabia,9770
2008,01/01/2008,Forest area (sq. km),Turkey,109865.9961
2008,01/01/2008,Forest area (sq. km),United States,3071348.125
2008,01/01/2008,Forest area (sq. km),South Africa,92410
2008,01/01/2008,Population,Argentina,40080160
2008,01/01/2008,Population,Australia,21249200
2008,01/01/2008,Population,Brazil,192030362
2008,01/01/2008,Population,Canada,33247118
2008,01/01/2008,Population,China,1324655000
2008,01/01/2008,Population,Germany,82110097
2008,01/01/2008,Population,European Union,501683669
2008,01/01/2008,Population,France,64374984
2008,01/01/2008,Population,United Kingdom,61806995
2008,01/01/2008,Population,Indonesia,235469762
2008,01/01/2008,Population,India,1200669765
2008,01/01/2008,Population,Italy,58826731
2008,01/01/2008,Population,Japan,128063000
2008,01/01/2008,Population,South Korea,49054708
2008,01/01/2008,Population,Mexico,110815271
2008,01/01/2008,Population,Russia,142742350
2008,01/01/2008,Population,Saudi Arabia,25888541
2008,01/01/2008,Population,Turkey,70418604
2008,01/01/2008,Population,United States,304093966
2008,01/01/2008,Population,South Africa,49779471
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,411503.63
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Australia,892629.27
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1532859.83
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Canada,908926
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),China,10022024.8
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Germany,992116.3026
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),European Union,5053634.024
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),France,544424.0617
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,635417.1726
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,796581.92
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),India,2438714.28
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Italy,529283.803
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1385164.839
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,594982.1988
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,644167.96
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Russia,2995286.6
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,446765.124
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,399181.904
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),United States,6648991.2
2008,01/01/2008,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,502130.255
2008,01/01/2008,Urban population,Argentina,36284569
2008,01/01/2008,Urban population,Australia,18049708
2008,01/01/2008,Urban population,Brazil,160823508
2008,01/01/2008,Urban population,Canada,26789863
2008,01/01/2008,Urban population,China,616481190
2008,01/01/2008,Urban population,Germany,62875807
2008,01/01/2008,Urban population,European Union,369066134
2008,01/01/2008,Urban population,France,50127513
2008,01/01/2008,Urban population,United Kingdom,49913475
2008,01/01/2008,Urban population,Indonesia,113814309
2008,01/01/2008,Urban population,India,363154577
2008,01/01/2008,Urban population,Italy,40056298
2008,01/01/2008,Urban population,Japan,114107975
2008,01/01/2008,Urban population,South Korea,40093884
2008,01/01/2008,Urban population,Mexico,85573769
2008,01/01/2008,Urban population,Russia,105055515
2008,01/01/2008,Urban population,Saudi Arabia,21137735
2008,01/01/2008,Urban population,Turkey,49047262
2008,01/01/2008,Urban population,United States,244607104
2008,01/01/2008,Urban population,South Africa,30442138
2009,01/01/2009,Agricultural land (sq. km),Argentina,1437920
2009,01/01/2009,Agricultural land (sq. km),Australia,4090290
2009,01/01/2009,Agricultural land (sq. km),Brazil,2735400
2009,01/01/2009,Agricultural land (sq. km),Canada,639401.9922
2009,01/01/2009,Agricultural land (sq. km),China,5145530
2009,01/01/2009,Agricultural land (sq. km),Germany,168860
2009,01/01/2009,Agricultural land (sq. km),European Union,1885815.008
2009,01/01/2009,Agricultural land (sq. km),France,290199.0039
2009,01/01/2009,Agricultural land (sq. km),United Kingdom,173250
2009,01/01/2009,Agricultural land (sq. km),Indonesia,556000
2009,01/01/2009,Agricultural land (sq. km),India,1800680
2009,01/01/2009,Agricultural land (sq. km),Italy,139824.0039
2009,01/01/2009,Agricultural land (sq. km),Japan,46090
2009,01/01/2009,Agricultural land (sq. km),South Korea,17950
2009,01/01/2009,Agricultural land (sq. km),Mexico,1066150
2009,01/01/2009,Agricultural land (sq. km),Russia,2154500
2009,01/01/2009,Agricultural land (sq. km),Saudi Arabia,1734350
2009,01/01/2009,Agricultural land (sq. km),Turkey,389110
2009,01/01/2009,Agricultural land (sq. km),United States,4099606.875
2009,01/01/2009,Agricultural land (sq. km),South Africa,969880
2009,01/01/2009,CO2 emissions (kt),Argentina,179961.692
2009,01/01/2009,CO2 emissions (kt),Australia,394792.887
2009,01/01/2009,CO2 emissions (kt),Brazil,367147.374
2009,01/01/2009,CO2 emissions (kt),Canada,536764.459
2009,01/01/2009,CO2 emissions (kt),China,8001008.965
2009,01/01/2009,CO2 emissions (kt),Germany,722263.321
2009,01/01/2009,CO2 emissions (kt),European Union,3601566.052
2009,01/01/2009,CO2 emissions (kt),France,351899.988
2009,01/01/2009,CO2 emissions (kt),United Kingdom,471719.213
2009,01/01/2009,CO2 emissions (kt),Indonesia,446409.579
2009,01/01/2009,CO2 emissions (kt),India,1738645.711
2009,01/01/2009,CO2 emissions (kt),Italy,401591.505
2009,01/01/2009,CO2 emissions (kt),Japan,1103869.676
2009,01/01/2009,CO2 emissions (kt),South Korea,508862.256
2009,01/01/2009,CO2 emissions (kt),Mexico,475950.931
2009,01/01/2009,CO2 emissions (kt),Russia,1574045.082
2009,01/01/2009,CO2 emissions (kt),Saudi Arabia,468965.296
2009,01/01/2009,CO2 emissions (kt),Turkey,277844.923
2009,01/01/2009,CO2 emissions (kt),United States,5263505.457
2009,01/01/2009,CO2 emissions (kt),South Africa,503112.4
2009,01/01/2009,Forest area (sq. km),Argentina,289140
2009,01/01/2009,Forest area (sq. km),Australia,1240970
2009,01/01/2009,Forest area (sq. km),Brazil,5001131.875
2009,01/01/2009,Forest area (sq. km),Canada,3473568.125
2009,01/01/2009,Forest area (sq. km),China,1990970.156
2009,01/01/2009,Forest area (sq. km),Germany,114040
2009,01/01/2009,Forest area (sq. km),European Union,1587357.705
2009,01/01/2009,Forest area (sq. km),France,163114.0039
2009,01/01/2009,Forest area (sq. km),United Kingdom,30513.99902
2009,01/01/2009,Forest area (sq. km),Indonesia,951170
2009,01/01/2009,Forest area (sq. km),India,693737.9688
2009,01/01/2009,Forest area (sq. km),Italy,89742.00195
2009,01/01/2009,Forest area (sq. km),Japan,249598.0078
2009,01/01/2009,Forest area (sq. km),South Korea,62286.00098
2009,01/01/2009,Forest area (sq. km),Mexico,666150
2009,01/01/2009,Forest area (sq. km),Russia,8138665
2009,01/01/2009,Forest area (sq. km),Saudi Arabia,9770
2009,01/01/2009,Forest area (sq. km),Turkey,110947.998
2009,01/01/2009,Forest area (sq. km),United States,3079274.063
2009,01/01/2009,Forest area (sq. km),South Africa,92410
2009,01/01/2009,Population,Argentina,40482788
2009,01/01/2009,Population,Australia,21691700
2009,01/01/2009,Population,Brazil,193886508
2009,01/01/2009,Population,Canada,33628895
2009,01/01/2009,Population,China,1331260000
2009,01/01/2009,Population,Germany,81902307
2009,01/01/2009,Population,European Union,503194070
2009,01/01/2009,Population,France,64707040
2009,01/01/2009,Population,United Kingdom,62276270
2009,01/01/2009,Population,Indonesia,238620563
2009,01/01/2009,Population,India,1217726215
2009,01/01/2009,Population,Italy,59095365
2009,01/01/2009,Population,Japan,128047000
2009,01/01/2009,Population,South Korea,49307835
2009,01/01/2009,Population,Mexico,112463887
2009,01/01/2009,Population,Russia,142785342
2009,01/01/2009,Population,Saudi Arabia,26630303
2009,01/01/2009,Population,Turkey,71321399
2009,01/01/2009,Population,United States,306771529
2009,01/01/2009,Population,South Africa,50477011
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Argentina,373409.0656
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Australia,1105167.236
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Brazil,1211969.408
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Canada,749863.654
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),China,10617264.9
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Germany,950463.4086
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),European Union,4758745.151
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),France,527525.7765
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),United Kingdom,584940.8797
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Indonesia,1148285.679
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),India,2594639.917
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Italy,480698.2231
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Japan,1290243.648
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),South Korea,594493.2022
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Mexico,648860.0791
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Russia,2562920.978
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Saudi Arabia,471266.3266
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),Turkey,404636.7231
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),United States,6604068.952
2009,01/01/2009,Greenhouse gas emissions (kt of CO2 equivalent),South Africa,502130.255
2009,01/01/2009,Urban population,Argentina,36714245
2009,01/01/2009,Urban population,Australia,18451611
2009,01/01/2009,Urban population,Brazil,162949977
2009,01/01/2009,Urban population,Canada,27158023
2009,01/01/2009,Urban population,China,637407288
2009,01/01/2009,Urban population,Germany,62877220
2009,01/01/2009,Urban population,European Union,371289917
2009,01/01/2009,Urban population,France,50547198
2009,01/01/2009,Urban population,United Kingdom,50463084
2009,01/01/2009,Urban population,Indonesia,117243827
2009,01/01/2009,Urban population,India,372465917
2009,01/01/2009,Urban population,Italy,40308358
2009,01/01/2009,Urban population,Japan,115228215
2009,01/01/2009,Urban population,South Korea,40351067
2009,01/01/2009,Urban population,Mexico,87182005
2009,01/01/2009,Urban population,Russia,105149982
2009,01/01/2009,Urban population,Saudi Arabia,21801430
2009,01/01/2009,Urban population,Turkey,50096864
2009,01/01/2009,Urban population,United States,247276259
2009,01/01/2009,Urban population,South Africa,31137754
2010,01/01/2010,Agricultural land (sq. km),Argentina,1474810
2010,01/01/2010,Agricultural land (sq. km),Australia,3985800
2010,01/01/2010,Agricultural land (sq. km),Brazil,2734630
2010,01/01/2010,Agricultural land (sq. km),Canada,632686.0156
2010,01/01/2010,Agricultural land (sq. km),China,5145500
2010,01/01/2010,Agricultural land (sq. km),Germany,167000
2010,01/01/2010,Agricultural land (sq. km),European Union,1873627.004
2010,01/01/2010,Agricultural land (sq. km),France,289263.0078
2010,01/01/2010,Agricultural land (sq. km),United Kingdom,172240
2010,01/01/2010,Agricultural land (sq. km),Indonesia,556000
2010,01/01/2010,Agricultural land (sq. km),India,1795730
2010,01/01/2010,Agricultural land (sq. km),Italy,143277.998
2010,01/01/2010,Agricultural land (sq. km),Japan,45930
2010,01/01/2010,Agricultural land (sq. km),South Korea,17730
2010,01/01/2010,Agricultural land (sq. km),Mexico,1066150
2010,01/01/2010,Agricultural land (sq. km),Russia,2139520
2010,01/01/2010,Agricultural land (sq. km),Saudi Arabia,1734060
2010,01/01/2010,Agricultural land (sq. km),Turkey,390120
2010,01/01/2010,Agricultural land (sq. km),United States,4084261.875
2010,01/01/2010,Agricultural land (sq. km),South Africa,968910
2010,01/01/2010,CO2 emissions (kt),Argentina,187919.082
2010,01/01/2010,CO2 emissions (kt),Australia,390861.863
2010,01/01/2010,CO2 emissions (kt),Brazil,419754.156
2010,01/01/2010,CO2 emissions (kt),Canada,534670.602
2010,01/01/2010,CO2 emissions (kt),China,8776040.416
2010,01/01/2010,CO2 emissions (kt),Germany,758859.981
2010,01/01/2010,CO2 emissions (kt),European Union,3709775.555
2010,01/01/2010,CO2 emissions (kt),France,353033.091
2010,01/01/2010,CO2 emissions (kt),United Kingdom,493207.833
2010,01/01/2010,CO2 emissions (kt),Indonesia,428760.308
2010,01/01/2010,CO2 emissions (kt),India,1719690.988
2010,01/01/2010,CO2 emissions (kt),Italy,405361.181
2010,01/01/2010,CO2 emissions (kt),Japan,1171624.835
2010,01/01/2010,CO2 emissions (kt),South Korea,566716.515
2010,01/01/2010,CO2 emissions (kt),Mexico,464308.206
2010,01/01/2010,CO2 emissions (kt),Russia,1670531.186
2010,01/01/2010,CO2 emissions (kt),Saudi Arabia,518491.798
2010,01/01/2010,CO2 emissions (kt),Turkey,298002.422
2010,01/01/2010,CO2 emissions (kt),United States,5395532.125
2010,01/01/2010,CO2 emissions (kt),South Africa,474099.096
2010,01/01/2010,Forest area (sq. km),Argentina,285960
2010,01/01/2010,Forest area (sq. km),Australia,1232110
2010,01/01/2010,Forest area (sq. km),Brazil,4984580
2010,01/01/2010,Forest area (sq. km),Canada,3473020
2010,01/01/2010,Forest area (sq. km),China,2006102.969
2010,01/01/2010,Forest area (sq. km),Germany,114090
2010,01/01/2010,Forest area (sq. km),European Union,1592350.192
2010,01/01/2010,Forest area (sq. km),France,164240
