Country,Sector,Indicator,Definition,Unit,References
Mexico,Buildings,Buildings activity (commercial),Commercial building area per capita,m² / cap,"Floorspace: 
IEA (2013) Transition to Sustainable Buildings, Table 2.3.1, https://www.iea.org/media/training/presentations/etw2014/publications/Sustainable_Buildings_2013.pdf

Population: 
SENER (2017). Prospectiva de Energias Renovables 2017-2031. Figure 2.7. Page 32 (Population). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/
"
Mexico,Forestry,Forestry activity,Forest area (indexed to base year),ha of forest (indexed to 1990),"USDA Outlook to 2060 for World Forests and Forest Industries (2012), Table 7, Scenario A1B & A2, http://labs.russell.wisc.edu/buongiorno/files/2012/09/GlobalForestryOutlook2060.pdf"
Mexico,Agriculture,Agriculture activity (meat): consumption,Meat calorie consumption per capita,meat kcal / cap / day,OECD-FAO Agricultural Outlook 2017-2026. http://stats.oecd.org/Index.aspx?DataSetCode=HIGH_AGLINK_2017
Mexico,Agriculture,Agriculture activity (meat): production,Meat production per capita,meat kg / cap / day,OECD-FAO Agricultural Outlook 2017-2026. http://stats.oecd.org/Index.aspx?DataSetCode=HIGH_AGLINK_2017
Mexico,Waste,Waste activity,Amount of waste per capita,t waste / cap,"Waste: 
World Bank (2012). What a Waste : A Global Review of Solid Waste Management. Annex J. Link: https://openknowledge.worldbank.org/handle/10986/17388

Population: 
SENER (2017). Prospectiva de Energias Renovables 2017-2031. Figure 2.7. Page 32 (Population). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/"
Mexico,Macro,Emissions per capita,GHG emissions per capita,tCO2e / cap,"Emissions: 
Climate Action Tracker (2017). Mexico. Link: http://climateactiontracker.org/countries/mexico.html

Population: 
SENER (2017). Prospectiva de Energias Renovables 2017-2031. Figure 2.7. Page 32 (Population). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/"
Mexico,Macro,Primary energy demand per capita,Primary energy demand per capita,GJ (primary) / cap,"Primary Energy
IEA (2016). Mexico Energy Outlook.  https://www.iea.org/publications/freepublications/publication/MexicoEnergyOutlook.pdf

Population: 
SENER (2017). Prospectiva de Energias Renovables 2017-2031. Figure 2.7. Page 32 (Population). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/"
Mexico,Macro,Final energy demand per capita,Final energy demand per capita,GJ (final) / cap,"Final Energy
IEA (2016). Mexico Energy Outlook.  https://www.iea.org/publications/freepublications/publication/MexicoEnergyOutlook.pdf

Population: 
SENER (2017). Prospectiva de Energias Renovables 2017-2031. Figure 2.7. Page 32 (Population). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/"
Mexico,Macro,GDP per capita,GDP per capita,thousand USD2012 (PPP) / cap,"GDP: 
SENER (2017). Prospectiva del Sector Electrico 2017-2031. (for 2020-2030). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf

World Bank (2017). Historic Indicators. GDP MER and PPP.  http://data.worldbank.org.

Population: 
SENER (2017). Prospectiva de Energias Renovables 2017-2031. Figure 2.7. Page 32 (Population). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/"
Mexico,Macro,Emissions intensity of GDP,GHG emissions per GDP,tCO2e / thsd. USD2012 (PPP),"Emissions: 
Climate Action Tracker (2017). Mexico. Link: http://climateactiontracker.org/countries/mexico.html

GDP: 
SENER (2017). Prospectiva del Sector Electrico 2017-2031. (for 2020-2030). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf
"
Mexico,Macro,Primary energy intensity of GDP,Primary energy demand per GDP,TJ (primary) / mln. USD2012 (PPP),"Energy: 
IEA (2016). Mexico Energy Outlook.  https://www.iea.org/publications/freepublications/publication/MexicoEnergyOutlook.pdf

GDP:
SENER (2017). Prospectiva del Sector Electrico 2017-2031. (for 2020-2030). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf

World Bank (2017). Historic Indicators. GDP MER and PPP.  http://data.worldbank.org."
Mexico,Macro,Final energy intensity of GDP,Final energy demand per GDP,TJ (final) / mln. USD2012 (PPP),"Energy: 
IEA (2016). Mexico Energy Outlook.  https://www.iea.org/publications/freepublications/publication/MexicoEnergyOutlook.pdf

Population: 
SENER (2017). Prospectiva de Energias Renovables 2017-2031. Figure 2.7. Page 32 (Population). Link: https://www.gob.mx/cms/uploads/attachment/file/284342/Prospectiva_de_Energ_as_Renovables_2017.pdf

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/"
Mexico,Macro,Fossil fuel share,Fossil fuels in primary energy demand,% fossil fuels,IEA (2016). Mexico Energy Outlook.  https://www.iea.org/publications/freepublications/publication/MexicoEnergyOutlook.pdf
Mexico,Macro,Coal share,Coal in primary energy demand,% coal,IEA (2016). Mexico Energy Outlook.  https://www.iea.org/publications/freepublications/publication/MexicoEnergyOutlook.pdf
Norway,Electricity,Electricity activity,Electricity demand per capita,kWh / cap,"Norwegian Water and Resources Directorate (2018). Estimated Gross Electricity Consumption in Norway in 2030.

United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision."
Norway,Transport: Road,EV market shares,Share of EVs in total new sales of LDVs per year. ,% of LDVs sold / year,New Climate Institute (2018). Policy Impact Assessment Tool (EV)
Norway,Macro,Emissions per capita,GHG emissions per capita,tCO2e / cap,"Norwegian Ministry of Climate and Environment (2018). Norway's Seventh National Communication.

United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision."
Norway,Macro,GDP per capita,GDP per capita,thousand USD2012 (PPP) / cap,"World Bank (2019). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD

United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision."
Norway,Macro,Emissions intensity of GDP,GHG emissions per GDP,tCO2e / thsd. USD2012 (PPP),"Norwegian Ministry of Climate and Environment (2018). Norway's Seventh National Communication.

World Bank (2019). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD"
Norway,Macro,Primary energy intensity of GDP,Primary energy demand per GDP,TJ (primary) / mln. USD2012 (PPP),"World Bank (2019). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD

 IEA, Energy Balances (2019)."
Norway,Macro,Final energy intensity of GDP,Final energy demand per GDP,TJ (final) / mln. USD2012 (PPP),"World Bank (2019). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD

 IEA, Energy Balances (2019)."
Norway,Macro,Total GHG emissions from transport (per capita),"Total greenhouse gas emissions from the transport sector, measured per capita",tCO2e / cap,"Norwegian Ministry of Climate and Environment (2018). Norway's Seventh National Communication.

United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision."
Norway,Macro,Total GHG emissions from industry (per capita),"Total greenhouse gas emissions from industry, measured per capita.",tCO2e / cap,"Norwegian Ministry of Climate and Environment (2018). Norway's Seventh National Communication.

United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision."
Norway,Macro,Total GHG emissions from Agriculture (per capita).,"Total greenhouse gas emissions from agriculture, measured per capita.",tCO2e / cap,"Norwegian Ministry of Climate and Environment (2018). Norway's Seventh National Communication.

United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision."
Norway,Macro,Total GHG emissions from Waste (per capita).,"Total greenhouse gas emissions from waste, measured per capita.",tCO2e / cap,"Norwegian Ministry of Climate and Environment (2018). Norway's Seventh National Communication.

United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision."
Russian Federation,Electricity,Electricity activity,Electricity demand per capita,kWh / cap,"Energy demand:
IEA WEO 2016 (Current Policies Scenario), Annex A, Russia. (Min)

Population: 
United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. "
Russian Federation,Electricity,Electricity emissions intensity,CO2 emissions per unit electricity produced,gCO2 / kWh,Climate Action Tracker (2017). Russian Federation. Link: http://climateactiontracker.org/countries/russianfederation/2017.html
Russian Federation,Electricity,Electricity renewable intensity,Renewables in electricity generation,% renewables,Climate Action Tracker (2017). Russian Federation. Link: http://climateactiontracker.org/countries/russianfederation/2017.html
Russian Federation,Electricity,Renewable energy generation (index),Renewable energy generation (indexed to base year),1990 value normalised to 1,Climate Action Tracker (2017). Russian Federation. Link: http://climateactiontracker.org/countries/russianfederation/2017.html
Russian Federation,Transport: Road,Modal split,Modal split,% private cars and motorcycles,"ICCT Global Transportation Roadmap Model, August 2017 version (2017), available via http://www.theicct.org/transportation-roadmap"
Russian Federation,Transport: Road,Road transport emissions intensity,CO2 emission per vehicle kilometre,kg CO2 / vkm,"ICCT Global Transportation Roadmap Model, August 2017 version (2017), available via http://www.theicct.org/transportation-roadmap"
Russian Federation,Transport: Aviation,Aviation activity,Passenger flux per capita,pkm / cap,"ICCT Global Transportation Roadmap Model, August 2017 version (2017), available via http://www.theicct.org/transportation-roadmap"
Russian Federation,Buildings,Buildings activity (residential),Residential building area per capita,m² / cap,IEA (2013). Transition to Sustainable Buildings. Table 2.7.1. Link: https://www.iea.org/media/training/presentations/etw2014/publications/Sustainable_Buildings_2013.pdf
Russian Federation,Buildings,Buildings activity (commercial),Commercial building area per capita,m² / cap,IEA (2013). Transition to Sustainable Buildings. Table 2.7.1. Link: https://www.iea.org/media/training/presentations/etw2014/publications/Sustainable_Buildings_2013.pdf
Russian Federation,Forestry,Forestry activity,Forest area (indexed to base year),ha of forest (indexed to 1990),FAO (2012). The Russian Federation Forest Sector - Outlook Study 2030. Table 3.2. Link: http://www.fao.org/docrep/016/i3020e/i3020e00.pdf
Russian Federation,Agriculture,Agriculture activity (meat): consumption,Meat calorie consumption per capita,meat kcal / cap / day,"Meat consumption:
OECD-FAO (2017). Agricultural Outlook 2017-2026. Link: https://stats.oecd.org/Index.aspx?DataSetCode=HIGH_AGLINK_2017#

Population: 
Historical data (till 2015) from United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. "
Russian Federation,Agriculture,Agriculture activity (meat): production,Meat production per capita,meat kg / cap / day,"Meat production: OECD-FAO (2017). Agricultural Outlook 2017-2026. Link: https://stats.oecd.org/Index.aspx?DataSetCode=HIGH_AGLINK_2017#

Population: United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/"
Russian Federation,Macro,Emissions per capita,GHG emissions per capita,tCO2e / cap,"Emissions: 
Climate Action Tracker (2017). Russia. Link: http://climateactiontracker.org/countries/russia.html

Population: 
United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. "
Russian Federation,Macro,Primary energy demand per capita,Primary energy demand per capita,GJ (primary) / cap,"Energy: 
IEA WEO 2017 (Current Policies Scenario), Annex A, Russia

Population: 
United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. "
Russian Federation,Macro,Final energy demand per capita,Final energy demand per capita,GJ (final) / cap,"Energy: 
IEA WEO 2017 (Current Policies Scenario), Annex A, Russia

Population: 
United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. "
Russian Federation,Macro,GDP per capita,GDP per capita,thousand USD2012 (PPP) / cap,"GDP:

World Bank, World Development Indicators (2017). (Historical)
IEA WEO 2017 (Current Policies Scenario), Annex A, Russia. (Min)
Government of the Russian Federation, 7th National Communication (2017). (Max)

Population: 
United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. "
Russian Federation,Macro,Emissions intensity of GDP,GHG emissions per GDP,tCO2e / thsd. USD2012 (PPP),"Emissions:
Climate Action Tracker (2017). Russia. Link: http://climateactiontracker.org/countries/russia.html

GDP: 
World Bank, World Development Indicators (2017). (Historical)
IEA WEO 2017 (Current Policies Scenario), Annex A, Russia. (Min)
Government of the Russian Federation, 7th National Communication (2017). (Max)"
Russian Federation,Macro,Primary energy intensity of GDP,Primary energy demand per GDP,TJ (primary) / mln. USD2012 (PPP),"Primary Energy Demand:
IEA WEO 2017 (Current Policies Scenario), Annex A, Russia

GDP: 
World Bank, World Development Indicators (2017). (Historical)
IEA WEO 2017 (Current Policies Scenario), Annex A, Russia. (Min)
Government of the Russian Federation, 7th National Communication (2017). (Max)
"
Russian Federation,Macro,Final energy intensity of GDP,Final energy demand per GDP,TJ (final) / mln. USD2012 (PPP),"Final Energy Demand:
IEA WEO 2017 (Current Policies Scenario), Annex A, Russia

GDP: 
World Bank, World Development Indicators (2017). (Historical)
IEA WEO 2017 (Current Policies Scenario), Annex A, Russia. (Min)
Government of the Russian Federation, 7th National Communication (2017). (Max)
"
Russian Federation,Macro,Emissions intensity of energy,Energy-related CO2 emissions per unit primary energy demand,tCO2 / TJ (primary),"Emissions:
Historical: UNFCCC GHG Data
Projections: Climate Action Tracker Current Policy Projections.
Energy: 
IEA (2017). World Energy Outlook 2017. "
Russian Federation,Macro,Fossil fuel share,Fossil fuels in primary energy demand,% fossil fuels,IEA (2017). World Energy Outlook 2017. 
Russian Federation,Macro,Coal share,Coal in primary energy demand,% coal,IEA (2017). World Energy Outlook 2017. 
South Africa,Electricity,Electricity activity,Electricity demand per capita,kWh / cap,"Electricity generation:
WEO 2017. WEO 2017 numbers are adjusted for CAT current policy projections for South Africa. Link: http://climateactiontracker.org/countries/southafrica.html

Population:
Historical data from United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. 

Projections from WEO 2017. Table 1.3 Populations assumptions by region."
South Africa,Electricity,Electricity emissions intensity,CO2 emissions per unit electricity produced,gCO2 / kWh,"Electricity emissions:
Based on CAT current policy projections for South Africa - values from WEO 2017 are adjusted. Link: http://climateactiontracker.org/countries/southafrica.html

Electricity generation:
WEO 2017. WEO 2017 numbers are adjusted for CAT current policy projections for South Africa. Link: http://climateactiontracker.org/countries/southafrica.html
"
South Africa,Electricity,Electricity renewable intensity,Renewables in electricity generation,% renewables,"Electricity generation:
WEO 2017. WEO 2017 numbers are adjusted for CAT current policy projections for South Africa. Link: http://climateactiontracker.org/countries/southafrica.html"
South Africa,Electricity,Renewable energy generation (index),Renewable energy generation (indexed to base year),1990 value normalised to 1,"Electricity generation:
WEO 2017. WEO 2017 numbers are adjusted for CAT current policy projections for South Africa. Link: http://climateactiontracker.org/countries/southafrica.html"
South Africa,Buildings,Buildings activity (residential),Residential building area per capita,m² / cap,IEA (2013). Transition to sustainable buildings. Table 2.8.1. Link: https://www.iea.org/media/training/presentations/etw2014/publications/Sustainable_Buildings_2013.pdf
South Africa,Buildings,Buildings activity (commercial),Commercial building area per capita,m² / cap,IEA (2013). Transition to sustainable buildings. Table 2.8.1. Link: https://www.iea.org/media/training/presentations/etw2014/publications/Sustainable_Buildings_2013.pdf
South Africa,Forestry,Forestry activity,Forest area (indexed to base year),ha of forest (indexed to 1990),"Buongiorno, J., Zhu, S., Raunikar, R., Prestemon, P. (2012). Outlook to 2060 for World Forests and Forest Industries. Table 7. Link: https://www.srs.fs.usda.gov/pubs/gtr/gtr_srs151.pdf"
South Africa,Agriculture,Agriculture activity (meat): consumption,Meat calorie consumption per capita,meat kcal / cap / day,"Meat consumption:
OECD-FAO (2017), Link: http://stats.oecd.org/viewhtml.aspx?QueryId=76858&vh=0000&vf=0&l&il=&lang=en

Population: 
Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. 

"
South Africa,Agriculture,Agriculture activity (meat): production,Meat production per capita,meat kg / cap / day,"Meat production:
OECD-FAO (2017), Link: http://stats.oecd.org/viewhtml.aspx?QueryId=76858&vh=0000&vf=0&l&il=&lang=en

Population: 
Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. 

"
South Africa,Macro,Emissions per capita,GHG emissions per capita,tCO2e / cap,"Emissions:
CAT calculations based on inventory data for historical emission until 2010 and projections for CO2 emissions from fuel combustion from WEO2017 (IEA 2017),  for non-CO2 emissions from US EPA (2012), and for non-energy CO2 emissions from EDGAR (2016). Link: http://climateactiontracker.org/countries/southafrica.html

Population: 
Historical data from United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. 

Projections from WEO 2017. Table 1.3 Populations assumptions by region."
South Africa,Macro,Primary energy demand per capita,Primary energy demand per capita,GJ (primary) / cap,"Primary energy demand: 
IEA Energy Balanaces (2017)
WEO2017 projections used until 2030 (IEA, 2017)

Population: 
Historical data from United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. 

Projections from WEO 2017. Table 1.3 Populations assumptions by region.
"
South Africa,Macro,Final energy demand per capita,Final energy demand per capita,GJ (final) / cap,"Final energy demand: 
IEA Energy Balanaces (2017)
WEO2017 projections used until 2030 (IEA, 2017) 

Population: 
Historical data from United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. 

Projections from WEO 2017. Table 1.3 Populations assumptions by region."
South Africa,Macro,GDP per capita,GDP per capita,thousand USD2012 (PPP) / cap,"GDP:
Historical data for 1990-2016 from World Bank (2017)
Projections from using WEO2017 average growth rates for 2016-2025 and 2025-2040 (IEA, 2017)

Population: 
Historical data from United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision, DVD Edition. Medium Fertility Variant. Link: https://esa.un.org/unpd/wpp/Download/Standard/Population/. 

Projections from WEO 2017. Table 1.3 Populations assumptions by region."
South Africa,Macro,Emissions intensity of GDP,GHG emissions per GDP,tCO2e / thsd. USD2012 (PPP),"Emissions:
CAT calculations based on inventory data for historical emission until 2010 and projections for CO2 emissions from fuel combustion from WEO2017 (IEA 2017),  for non-CO2 emissions from US EPA (2012), and for non-energy CO2 emissions from EDGAR (2016). Link: http://climateactiontracker.org/countries/southafrica.html

GDP:
Historical data for 1990-2016 from World Bank (2017)
Projections from using WEO2017 average growth rates for 2016-2025 and 2025-2040 (IEA, 2017)"
South Africa,Macro,Primary energy intensity of GDP,Primary energy demand per GDP,TJ (primary) / mln. USD2012 (PPP),"Primary energy demand: 
IEA Energy Balanaces (2017)
WEO2017 projections used until 2030 (IEA, 2017) 

GDP:
Historical data for 1990-2016 from World Bank (2017)
Projections from using WEO2017 average growth rates for 2016-2025 and 2025-2040 (IEA, 2017)
"
South Africa,Macro,Final energy intensity of GDP,Final energy demand per GDP,TJ (final) / mln. USD2012 (PPP),"Final energy demand: 
IEA Energy Balanaces (2017)
WEO2017 projections used until 2030 (IEA, 2017) 

GDP:
Historical data for 1990-2016 from World Bank (2017)
Projections from using WEO2017 average growth rates for 2016-2025 and 2025-2040 (IEA, 2017)
"
South Africa,Macro,Emissions intensity of energy,Energy-related CO2 emissions per unit primary energy demand,tCO2 / TJ (primary),"Energy-related CO2 emissions
Based on CAT current policy projections for South Africa - values from WEO 2017 are adjusted. Link: http://climateactiontracker.org/countries/southafrica.html

Primary energy demand
IEA Energy Balanaces (2017)
WEO2017 projections used until 2030 (IEA, 2017)"
Switzerland,Macro,Emissions per capita,GHG emissions per capita,tCO2e / cap,"Swiss Confederation (2018). Switzerland’s Seventh National
Communication and Third Biennial Report under the UNFCCC.

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision.
"
Switzerland,Macro,Primary energy demand per capita,Primary energy demand per capita,GJ (primary) / cap,"United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision.

 IEA, Energy Balances (2017)."
Switzerland,Macro,Final energy demand per capita,Final energy demand per capita,GJ (final) / cap,"United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision.

 IEA, Energy Balances (2017)."
Switzerland,Macro,GDP per capita,GDP per capita,thousand USD2012 (PPP) / cap,"World Bank (2017). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision."
Switzerland,Macro,Emissions intensity of GDP,GHG emissions per GDP,tCO2e / thsd. USD2012 (PPP),"Swiss Confederation (2018). Switzerland’s Seventh National
Communication and Third Biennial Report under the UNFCCC.

World Bank (2017). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD"
Switzerland,Macro,Primary energy intensity of GDP,Primary energy demand per GDP,TJ (primary) / mln. USD2012 (PPP),"World Bank (2017). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD

 IEA, Energy Balances (2017)."
Switzerland,Macro,Final energy intensity of GDP,Final energy demand per GDP,TJ (final) / mln. USD2012 (PPP),"World Bank (2017). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD

 IEA, Energy Balances (2017)."
Turkey,Electricity,Electricity activity,Electricity demand per capita,kWh / cap,"Bloomberg New Energy Finance (2014). Turkey's changing power markets.

United Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision."
Turkey,Electricity,Electricity renewable intensity,Renewables in electricity generation,% renewables,"""Republic of Turkey (n.a.). Turkey's energy profile and strategy. Link: http://www.mfa.gov.tr/turkeys-energy-strategy.en.mfa

Bloomberg New Energy Finance (2014). Turkey's changing power markets. https://bnef.com/InsightDownload/10958/pdf/"""
Turkey,Transport: Road,Modal split,Modal split,% private cars and motorcycles,"Transport & Mobility, University of Leuven (2010). TREMOVE economic transport and emissions model. Base Case."
Turkey,Transport: Road,Road transport emissions intensity,CO2 emission per vehicle kilometre,kg CO2 / vkm,"Transport & Mobility, University of Leuven (2010). TREMOVE economic transport and emissions model. Base Case."
Turkey,Agriculture,Agriculture activity (meat): consumption,Meat calorie consumption per capita,meat kcal / cap / day,Agricultural Outlook 2017. FAO 
Turkey,Agriculture,Agriculture activity (meat): production,Meat production per capita,meat kg / cap / day,Agricultural Outlook 2017. FAO 
Turkey,Macro,Emissions per capita,GHG emissions per capita,tCO2e / cap,"Republic of Turkey Ministry of Environment and Urbanization (2016). 6th National Communication 2016. Link: http://unfccc.int/national_reports/annex_i_natcom/submitted_natcom/items/7742.php	

Current policy projectionsUnited Nations, Department of Economic and Social Affairs, Population Division (2017). World Population Prospects: The 2017 Revision."
Turkey,Macro,GDP per capita,GDP per capita,thousand USD2012 (PPP) / cap,"Republic of Turkey Ministry of Environment and Urbanization (2016). 6th National Communication 2016. Link: http://unfccc.int/national_reports/annex_i_natcom/submitted_natcom/items/7742.php	

World Bank (2017). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD"
Turkey,Macro,Emissions intensity of GDP,GHG emissions per GDP,tCO2e / thsd. USD2012 (PPP),"Republic of Turkey Ministry of Environment and Urbanization (2016). 6th National Communication 2016. Link: http://unfccc.int/national_reports/annex_i_natcom/submitted_natcom/items/7742.php	

World Bank (2017). http://data.worldbank.org/indicator/NY.GDP.MKTP.KD"
Turkey,Macro,Fossil fuel share,Fossil fuels in primary energy demand,% fossil fuels,"Greenpeace (2009) ""Energy revolution"", p. 46, http://www.energyblueprint.info/fileadmin/media/documents/national/2009/11_gpi_turkey_eng_lr.pdf "
Turkey,Macro,Coal share,Coal in primary energy demand,% coal,"Greenpeace (2009) ""Energy revolution"", p. 46, http://www.energyblueprint.info/fileadmin/media/documents/national/2009/11_gpi_turkey_eng_lr.pdf "
USA,Industry: Chemicals,Coal share in chemical industry,Share of coal in energy consumption,% coal,Energy Information Administration (2019). Annual Energy Outlook 2019. Bulk Chamical: Energy Use: Heat and Power: Steam Coal: Reference Scenario and Bulk Chamical: Total Energy Use: Reference Scenario https://www.eia.gov/outlooks/aeo/data/browser/#/?id=38-AEO2019&region=0-0&cases=ref2019&start=2017&end=2050&f=A&linechart=ref2019-d111618a.13-38-AEO2019~&ctype=linechart&sourcekey=1
USA,Oil and Gas,Oil and Gas activity,Oil and Gas Production,Mtoe,Energy Information Administration (2017). Annual Energy Outlook 2017. Total Energy: Production: Reference case without Clean Power Plan. Available at: http://www.eia.gov/outlooks/aeo/
USA,Electricity,Electricity activity,Electricity demand per capita,kWh / cap,"Electricity: 
Energy Information Administration (2019). Annual Energy Outlook 2019. Energy Use: Delivered: All Sectors: Electricity: Reference case. Available at: http://www.eia.gov/outlooks/aeo/

Population: 
Source: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects: The 2019 Revision. Historic data up to 2015. Medium fertility projections, 2015-2100."
USA,Electricity,Electricity emissions intensity,CO2 emissions per unit electricity produced,gCO2 / kWh,"Energy Information Administration (2019). Annual Energy Outlook 2019. Electricity: Total Electricity Generation: Reference case, and Carbon Dioxide: Electric Power: Total: Reference case. Available at: http://www.eia.gov/outlooks/aeo/"
USA,Electricity,Electricity renewable intensity,Renewables in electricity generation,% renewables,Energy Information Administration (2019). Annual Energy Outlook 2019. Electricity: Total Electricity Generation by Fuel: Renewable Sources: Reference case . Available at: http://www.eia.gov/outlooks/aeo/
USA,Electricity,Renewable energy generation (index),Renewable energy generation (indexed to base year),1990 value normalised to 1,"Energy Information Administration (2019). Annual Energy Outlook 2019. Electricity: Total Electricity Generation by Fuel: Renewable Sources: Reference case without Clean Power Plan. Available at: http://www.eia.gov/outlooks/aeo/

IEA. (2019). Based on IEA data from Energy Statistics and Balances 2019 © OECD/IEA[2017], www.iea.org/statistics, Licence: www.iea.org/t&c; as modified by the Climate Action Tracker. "
